"Age_","Income","Experience","Married.Single","House_Ownership","Car_Ownership","CITY","STATE","CURRENT_JOB_YRS","CURRENT_HOUSE_YRS","Risk_Flag","Profession"
28,8508480,0,"single","rented","no","Kulti","West_Bengal",0,10,0,"Biomedical_Engineer"
50,3891771,9,"single","rented","yes","Tiruvottiyur","Tamil_Nadu",8,10,0,"Biomedical_Engineer"
49,117262,15,"single","rented","no","Uluberia","West_Bengal",12,12,0,"Biomedical_Engineer"
74,1410169,17,"single","rented","no","Ludhiana","Punjab",5,13,0,"Biomedical_Engineer"
59,6307225,11,"single","rented","yes","Bhagalpur","Bihar",8,12,0,"Biomedical_Engineer"
49,7072319,3,"single","rented","no","Suryapet","Telangana",3,11,0,"Biomedical_Engineer"
42,2829146,7,"single","rented","yes","Darbhanga","Bihar",4,14,0,"Biomedical_Engineer"
58,3540135,4,"single","rented","no","Howrah","West_Bengal",4,11,0,"Biomedical_Engineer"
16,9434255,12,"single","rented","no","Vijayawada","Andhra_Pradesh",12,12,0,"Biomedical_Engineer"
31,9775983,6,"single","rented","no","Ranchi","Jharkhand",6,12,0,"Biomedical_Engineer"
40,8596569,0,"single","rented","no","Vijayanagaram","Andhra_Pradesh",0,13,1,"Biomedical_Engineer"
64,5295940,20,"single","rented","no","Shivpuri","Madhya_Pradesh",4,14,0,"Biomedical_Engineer"
19,6623565,16,"single","rented","no","Bhind","Madhya_Pradesh",5,13,0,"Biomedical_Engineer"
35,5295940,20,"single","rented","no","Shivpuri","Madhya_Pradesh",4,14,0,"Biomedical_Engineer"
43,987476,17,"single","rented","yes","Khora,_Ghaziabad","Uttar_Pradesh",14,12,0,"Biomedical_Engineer"
42,2860021,17,"single","norent_noown","no","Jhansi","Uttar_Pradesh",11,13,0,"Biomedical_Engineer"
68,6428225,20,"single","rented","no","Mango","Jharkhand",7,14,0,"Biomedical_Engineer"
57,7072319,3,"single","rented","no","Suryapet","Telangana",3,11,0,"Biomedical_Engineer"
63,7867670,19,"single","rented","no","Bhavnagar","Gujarat",12,13,0,"Biomedical_Engineer"
25,622487,10,"single","rented","no","Durg","Chhattisgarh",10,10,0,"Biomedical_Engineer"
52,8007036,14,"single","owned","no","Kirari_Suleman_Nagar","Delhi",4,13,0,"Biomedical_Engineer"
38,6428225,20,"single","rented","no","Mango","Jharkhand",7,14,0,"Biomedical_Engineer"
36,9131115,4,"single","rented","no","Panvel","Maharashtra",4,10,0,"Biomedical_Engineer"
74,2936833,9,"single","rented","yes","Haldia","West_Bengal",9,13,1,"Biomedical_Engineer"
31,4510338,17,"single","rented","no","Hospet","Karnataka",5,10,1,"Biomedical_Engineer"
43,5295940,20,"single","rented","no","Shivpuri","Madhya_Pradesh",4,14,0,"Biomedical_Engineer"
33,2131115,19,"single","rented","yes","Alwar","Rajasthan",14,13,0,"Biomedical_Engineer"
49,9204815,2,"single","rented","yes","Meerut","Uttar_Pradesh",2,10,0,"Biomedical_Engineer"
76,5010356,8,"single","rented","no","Ajmer","Rajasthan",8,14,0,"Biomedical_Engineer"
35,8939486,8,"single","rented","yes","Durg","Chhattisgarh",8,14,0,"Biomedical_Engineer"
36,6307225,11,"single","rented","yes","Bhagalpur","Bihar",8,12,0,"Biomedical_Engineer"
11,3657551,7,"single","rented","no","Thiruvananthapuram","Kerala",7,10,0,"Biomedical_Engineer"
54,8939486,8,"single","rented","yes","Durg","Chhattisgarh",8,14,0,"Biomedical_Engineer"
42,7212880,17,"single","rented","no","Guna","Madhya_Pradesh",13,12,1,"Biomedical_Engineer"
71,2280615,1,"single","norent_noown","no","Visakhapatnam[4]","Andhra_Pradesh",1,14,0,"Biomedical_Engineer"
55,9841721,19,"single","rented","no","Bongaigaon","Assam",9,12,0,"Biomedical_Engineer"
32,974748,6,"single","rented","no","Nagpur","Maharashtra",6,11,1,"Biomedical_Engineer"
60,5069235,10,"single","rented","yes","Jalna","Maharashtra",9,14,0,"Biomedical_Engineer"
35,4245860,3,"single","rented","no","Pimpri-Chinchwad","Maharashtra",3,11,0,"Biomedical_Engineer"
47,2703393,17,"single","norent_noown","no","Agartala","Tripura",13,13,0,"Biomedical_Engineer"
37,4664922,12,"single","rented","no","Shahjahanpur","Uttar_Pradesh",12,14,0,"Biomedical_Engineer"
47,9204815,2,"single","rented","yes","Meerut","Uttar_Pradesh",2,10,0,"Biomedical_Engineer"
15,6645586,4,"married","rented","no","Rewa","Madhya_Pradesh",4,13,0,"Biomedical_Engineer"
31,8772836,1,"single","rented","yes","Dhanbad","Jharkhand",1,12,0,"Biomedical_Engineer"
40,6433471,10,"single","rented","no","Karimnagar","Telangana",10,12,1,"Biomedical_Engineer"
53,3769584,13,"married","rented","no","Hospet","Karnataka",3,11,0,"Biomedical_Engineer"
50,2189906,9,"single","rented","yes","Fatehpur","Uttar_Pradesh",9,11,0,"Biomedical_Engineer"
49,2744521,12,"single","rented","no","Davanagere","Karnataka",12,10,1,"Biomedical_Engineer"
35,5688579,17,"single","rented","yes","Kirari_Suleman_Nagar","Delhi",9,14,0,"Biomedical_Engineer"
54,7057302,10,"single","rented","yes","Pallavaram","Tamil_Nadu",10,11,0,"Biomedical_Engineer"
34,9987812,14,"single","rented","yes","Bokaro","Jharkhand",9,13,1,"Biomedical_Engineer"
48,1975283,0,"single","rented","no","Nangloi_Jat","Delhi",0,14,1,"Biomedical_Engineer"
60,324962,19,"single","rented","no","Nagercoil","Tamil_Nadu",9,13,1,"Biomedical_Engineer"
35,8356588,20,"single","norent_noown","no","Alappuzha","Kerala",11,10,1,"Biomedical_Engineer"
50,8663736,4,"single","rented","yes","Gorakhpur","Uttar_Pradesh",4,13,0,"Biomedical_Engineer"
42,1918775,1,"single","rented","yes","Thoothukudi","Tamil_Nadu",1,11,0,"Biomedical_Engineer"
22,8795073,4,"single","rented","yes","Srinagar","Jammu_and_Kashmir",4,14,0,"Biomedical_Engineer"
54,9014355,16,"single","rented","yes","Kulti","West_Bengal",3,11,1,"Biomedical_Engineer"
67,2381810,17,"single","rented","yes","Kottayam","Kerala",7,10,0,"Biomedical_Engineer"
37,342792,5,"single","rented","no","Kozhikode","Kerala",5,11,0,"Biomedical_Engineer"
46,4490157,0,"single","rented","no","Naihati","West_Bengal",0,10,0,"Biomedical_Engineer"
78,6975819,13,"single","rented","yes","Jamalpur[36]","Bihar",9,13,0,"Biomedical_Engineer"
30,7853766,14,"single","rented","no","Bhubaneswar","Odisha",8,13,0,"Biomedical_Engineer"
38,3241650,12,"single","rented","no","Tirunelveli","Tamil_Nadu",9,11,0,"Biomedical_Engineer"
41,5785443,3,"single","rented","yes","Saharanpur","Uttar_Pradesh",3,12,0,"Biomedical_Engineer"
37,3803041,18,"single","rented","no","Kulti","West_Bengal",4,14,0,"Biomedical_Engineer"
75,7110369,7,"single","rented","yes","Mangalore","Karnataka",3,11,0,"Computer_hardware_engineer"
62,2615443,11,"single","rented","yes","Loni","Uttar_Pradesh",11,12,0,"Computer_hardware_engineer"
78,3423478,9,"single","rented","no","Suryapet","Telangana",4,10,1,"Computer_hardware_engineer"
16,8782393,17,"single","rented","yes","Tadipatri","Andhra_Pradesh",13,11,0,"Computer_hardware_engineer"
58,3440491,3,"single","rented","no","Jalgaon","Maharashtra",3,12,1,"Computer_hardware_engineer"
34,4658830,11,"single","rented","yes","Amroha","Uttar_Pradesh",8,10,0,"Computer_hardware_engineer"
39,1695876,6,"single","rented","yes","Bhalswa_Jahangir_Pur","Delhi",6,13,0,"Computer_hardware_engineer"
53,8529345,2,"single","rented","no","Narasaraopet","Andhra_Pradesh",2,10,0,"Computer_hardware_engineer"
6,5666785,7,"single","rented","no","Aurangabad","Maharashtra",7,12,0,"Computer_hardware_engineer"
46,4128828,10,"single","rented","no","Khammam","Telangana",10,12,0,"Computer_hardware_engineer"
62,3440491,3,"single","rented","no","Jalgaon","Maharashtra",3,12,1,"Computer_hardware_engineer"
30,7127792,8,"single","norent_noown","no","Yamunanagar","Haryana",8,13,0,"Computer_hardware_engineer"
30,2709078,4,"single","rented","no","Kozhikode","Kerala",4,12,0,"Computer_hardware_engineer"
55,8769550,13,"single","rented","no","Ghaziabad","Uttar_Pradesh",9,10,1,"Computer_hardware_engineer"
40,1171826,8,"single","rented","no","Salem","Tamil_Nadu",8,11,0,"Computer_hardware_engineer"
56,3022992,5,"single","rented","no","Mirzapur","Uttar_Pradesh",5,14,0,"Computer_hardware_engineer"
40,7332190,18,"single","rented","yes","Shivpuri","Madhya_Pradesh",10,13,0,"Computer_hardware_engineer"
44,7127792,8,"single","norent_noown","no","Yamunanagar","Haryana",8,13,0,"Computer_hardware_engineer"
22,3203489,3,"single","rented","yes","Salem","Tamil_Nadu",3,10,0,"Computer_hardware_engineer"
41,3248934,10,"single","rented","no","Kolkata","West_Bengal",10,12,0,"Computer_hardware_engineer"
29,452661,17,"married","rented","no","Farrukhabad","Uttar_Pradesh",14,10,0,"Computer_hardware_engineer"
39,110031,4,"single","rented","no","Asansol","West_Bengal",4,13,0,"Computer_hardware_engineer"
80,4398916,6,"single","rented","yes","Bhavnagar","Gujarat",4,11,0,"Computer_hardware_engineer"
55,7946836,16,"single","rented","no","Pudukkottai","Tamil_Nadu",12,12,0,"Computer_hardware_engineer"
58,9437993,11,"single","owned","no","Firozabad","Uttar_Pradesh",11,14,0,"Computer_hardware_engineer"
74,8782393,17,"single","rented","yes","Tadipatri","Andhra_Pradesh",13,11,0,"Computer_hardware_engineer"
58,2615443,11,"single","rented","yes","Loni","Uttar_Pradesh",11,12,0,"Computer_hardware_engineer"
24,2153305,11,"single","rented","yes","Shimla","Himachal_Pradesh",11,14,0,"Computer_hardware_engineer"
38,2711008,1,"single","norent_noown","no","Muzaffarpur","Bihar",1,12,0,"Computer_hardware_engineer"
21,3831317,6,"single","rented","no","Jaunpur","Uttar_Pradesh",6,13,0,"Computer_hardware_engineer"
46,8416838,16,"single","rented","yes","Kalyan-Dombivli","Maharashtra",9,11,0,"Computer_hardware_engineer"
61,9437993,11,"single","owned","no","Firozabad","Uttar_Pradesh",11,14,0,"Computer_hardware_engineer"
37,1868963,16,"single","rented","yes","Khora,_Ghaziabad","Uttar_Pradesh",7,12,0,"Computer_hardware_engineer"
52,5844230,9,"single","rented","no","Ajmer","Rajasthan",9,13,0,"Computer_hardware_engineer"
88,2711008,1,"single","norent_noown","no","Muzaffarpur","Bihar",1,12,0,"Computer_hardware_engineer"
37,5739138,3,"single","rented","no","Bhatpara","West_Bengal",3,12,0,"Computer_hardware_engineer"
39,2757339,11,"single","rented","no","Rajkot","Gujarat",6,11,0,"Computer_hardware_engineer"
35,1598380,1,"single","rented","yes","Jalandhar","Punjab",1,11,0,"Computer_hardware_engineer"
19,8671871,1,"single","rented","no","Phusro","Jharkhand",1,11,0,"Computer_hardware_engineer"
37,8953899,17,"single","rented","no","Jorhat","Assam",7,11,0,"Computer_hardware_engineer"
52,3376799,6,"single","rented","no","Moradabad","Uttar_Pradesh",6,13,0,"Computer_hardware_engineer"
12,2709078,4,"single","rented","no","Kozhikode","Kerala",4,12,0,"Computer_hardware_engineer"
69,4011175,5,"single","rented","yes","Kurnool[18]","Andhra_Pradesh",5,13,0,"Computer_hardware_engineer"
36,7123769,15,"single","owned","no","Asansol","West_Bengal",9,12,0,"Computer_hardware_engineer"
39,1695876,6,"single","rented","yes","Bhalswa_Jahangir_Pur","Delhi",6,13,0,"Computer_hardware_engineer"
36,1868963,16,"single","rented","yes","Khora,_Ghaziabad","Uttar_Pradesh",7,12,0,"Computer_hardware_engineer"
32,9266153,14,"single","rented","no","Dhule","Maharashtra",9,11,0,"Computer_hardware_engineer"
62,1303616,3,"single","rented","no","Raipur","Chhattisgarh",3,13,0,"Computer_hardware_engineer"
28,3422262,8,"single","rented","yes","Moradabad","Uttar_Pradesh",8,12,0,"Computer_hardware_engineer"
47,5323346,12,"single","rented","no","Kolkata","West_Bengal",4,14,0,"Computer_hardware_engineer"
56,6598797,18,"married","rented","no","Gandhinagar","Gujarat",4,11,0,"Computer_hardware_engineer"
43,9849636,20,"single","rented","yes","Sambalpur","Odisha",13,11,0,"Computer_hardware_engineer"
106,5666785,7,"single","rented","no","Aurangabad","Maharashtra",7,12,0,"Computer_hardware_engineer"
70,9422148,16,"single","rented","yes","Singrauli","Madhya_Pradesh",12,12,0,"Computer_hardware_engineer"
21,5682236,14,"single","owned","yes","Jamshedpur","Jharkhand",6,11,0,"Computer_hardware_engineer"
79,2544949,15,"single","rented","no","Amravati","Maharashtra",10,13,0,"Computer_hardware_engineer"
50,4254644,12,"single","rented","no","Hyderabad","Telangana",7,13,0,"Computer_hardware_engineer"
22,3685843,15,"single","norent_noown","no","Bareilly","Uttar_Pradesh",8,13,0,"Computer_hardware_engineer"
38,2757339,11,"single","rented","no","Rajkot","Gujarat",6,11,0,"Computer_hardware_engineer"
67,7956376,1,"single","rented","no","Kulti","West_Bengal",1,11,0,"Computer_hardware_engineer"
49,5628436,13,"single","rented","no","Danapur","Bihar",10,10,1,"Computer_hardware_engineer"
20,7552384,17,"married","rented","no","Khora,_Ghaziabad","Uttar_Pradesh",4,12,0,"Computer_hardware_engineer"
16,5885687,20,"single","rented","no","Silchar","Assam",3,13,0,"Computer_hardware_engineer"
65,7429005,2,"married","rented","no","Gandhidham","Gujarat",2,13,1,"Computer_hardware_engineer"
51,2240686,1,"single","rented","no","Dharmavaram","Andhra_Pradesh",1,13,0,"Computer_hardware_engineer"
43,3659030,2,"single","rented","yes","Pudukkottai","Tamil_Nadu",2,13,0,"Computer_hardware_engineer"
73,3902265,5,"single","rented","no","Korba","Chhattisgarh",3,14,0,"Computer_hardware_engineer"
47,6598797,18,"married","rented","no","Gandhinagar","Gujarat",4,11,0,"Computer_hardware_engineer"
69,354766,0,"single","rented","no","Saharanpur","Uttar_Pradesh",0,10,0,"Computer_hardware_engineer"
37,3741722,19,"single","rented","no","Salem","Tamil_Nadu",10,13,0,"Computer_hardware_engineer"
38,1303616,3,"single","rented","no","Raipur","Chhattisgarh",3,13,0,"Computer_hardware_engineer"
24,4658830,11,"single","rented","yes","Amroha","Uttar_Pradesh",8,10,1,"Computer_hardware_engineer"
60,3423010,3,"single","rented","yes","Dehradun","Uttarakhand",3,10,0,"Computer_hardware_engineer"
84,4098399,15,"single","rented","no","Aurangabad","Maharashtra",10,12,0,"Computer_hardware_engineer"
49,7946836,16,"single","rented","no","Pudukkottai","Tamil_Nadu",12,12,0,"Computer_hardware_engineer"
52,5902944,4,"single","rented","no","Gangtok","Sikkim",4,14,0,"Computer_hardware_engineer"
50,9791269,7,"single","rented","no","Asansol","West_Bengal",6,10,0,"Computer_hardware_engineer"
32,3376799,6,"single","rented","no","Moradabad","Uttar_Pradesh",6,13,0,"Computer_hardware_engineer"
11,2624615,4,"single","rented","yes","Vijayawada","Andhra_Pradesh",4,12,0,"Computer_hardware_engineer"
72,452661,17,"married","rented","no","Farrukhabad","Uttar_Pradesh",14,10,0,"Computer_hardware_engineer"
37,6006286,5,"single","rented","yes","Hajipur[31]","Bihar",3,13,0,"Computer_hardware_engineer"
31,1110768,3,"single","rented","no","Bellary","Karnataka",3,11,0,"Computer_hardware_engineer"
74,2711008,1,"single","norent_noown","no","Muzaffarpur","Bihar",1,12,0,"Computer_hardware_engineer"
55,5073397,9,"single","rented","no","Bhind","Madhya_Pradesh",4,12,0,"Computer_hardware_engineer"
73,6006286,5,"single","rented","yes","Hajipur[31]","Bihar",3,13,0,"Computer_hardware_engineer"
47,9791269,7,"single","rented","no","Asansol","West_Bengal",6,10,0,"Computer_hardware_engineer"
32,9849636,20,"single","rented","yes","Sambalpur","Odisha",13,11,0,"Computer_hardware_engineer"
33,4658830,11,"single","rented","yes","Amroha","Uttar_Pradesh",8,10,0,"Computer_hardware_engineer"
43,8769550,13,"single","rented","no","Ghaziabad","Uttar_Pradesh",9,10,0,"Computer_hardware_engineer"
68,2544949,15,"single","rented","no","Amravati","Maharashtra",10,13,0,"Computer_hardware_engineer"
33,2624615,4,"single","rented","yes","Vijayawada","Andhra_Pradesh",4,12,0,"Computer_hardware_engineer"
18,3423478,9,"single","rented","no","Suryapet","Telangana",4,10,1,"Computer_hardware_engineer"
59,6108808,16,"married","rented","no","Panipat","Haryana",3,12,0,"Computer_hardware_engineer"
82,9849636,20,"single","rented","yes","Sambalpur","Odisha",13,11,0,"Computer_hardware_engineer"
54,8671871,1,"single","rented","no","Phusro","Jharkhand",1,11,0,"Computer_hardware_engineer"
46,7651261,4,"single","rented","no","Mau","Uttar_Pradesh",4,11,0,"Computer_hardware_engineer"
47,2711008,1,"single","norent_noown","no","Muzaffarpur","Bihar",1,12,0,"Computer_hardware_engineer"
33,7946836,16,"single","rented","no","Pudukkottai","Tamil_Nadu",12,12,0,"Computer_hardware_engineer"
61,7693539,6,"single","rented","no","Giridih","Jharkhand",5,11,0,"Computer_hardware_engineer"
48,7957694,0,"single","rented","yes","Ratlam","Madhya_Pradesh",0,14,0,"Computer_hardware_engineer"
36,2297128,6,"single","rented","yes","Darbhanga","Bihar",6,13,0,"Computer_hardware_engineer"
41,5122648,14,"single","rented","yes","Maheshtala","West_Bengal",4,10,0,"Computer_hardware_engineer"
34,3573044,17,"single","rented","yes","Miryalaguda","Telangana",8,12,0,"Computer_hardware_engineer"
59,5902944,4,"single","rented","no","Gangtok","Sikkim",4,14,0,"Computer_hardware_engineer"
47,5073397,9,"single","rented","no","Bhind","Madhya_Pradesh",4,12,0,"Computer_hardware_engineer"
35,7134942,20,"single","rented","yes","Raiganj","West_Bengal",11,10,0,"Computer_hardware_engineer"
62,3422262,8,"single","rented","yes","Moradabad","Uttar_Pradesh",8,12,0,"Computer_hardware_engineer"
6,8529345,2,"single","rented","no","Narasaraopet","Andhra_Pradesh",2,10,0,"Computer_hardware_engineer"
47,9849636,20,"single","rented","yes","Sambalpur","Odisha",13,11,0,"Computer_hardware_engineer"
48,9437993,11,"single","owned","no","Firozabad","Uttar_Pradesh",11,14,0,"Computer_hardware_engineer"
57,9341101,18,"single","rented","no","Jamnagar","Gujarat",11,12,0,"Computer_hardware_engineer"
29,7332190,18,"single","rented","yes","Shivpuri","Madhya_Pradesh",10,13,0,"Computer_hardware_engineer"
65,6669730,4,"single","rented","no","Bellary","Karnataka",3,12,0,"Computer_hardware_engineer"
18,5885687,20,"single","rented","no","Silchar","Assam",3,13,0,"Computer_hardware_engineer"
51,749923,5,"single","rented","no","Agartala","Tripura",5,13,0,"Computer_hardware_engineer"
56,8103399,20,"single","rented","no","Bilaspur","Chhattisgarh",13,10,0,"Computer_hardware_engineer"
64,6094306,7,"single","rented","no","Chinsurah","West_Bengal",7,12,0,"Computer_hardware_engineer"
57,483779,5,"single","rented","no","Pune","Maharashtra",5,14,0,"Computer_hardware_engineer"
35,6669896,15,"single","rented","yes","Rampur","Uttar_Pradesh",14,12,0,"Computer_hardware_engineer"
33,2450562,5,"single","rented","yes","Allahabad","Uttar_Pradesh[5]",5,11,0,"Computer_hardware_engineer"
30,2217063,3,"single","rented","no","Chinsurah","West_Bengal",3,11,0,"Computer_hardware_engineer"
42,8492379,16,"single","rented","no","Surendranagar_Dudhrej","Gujarat",14,11,1,"Computer_hardware_engineer"
62,5522159,6,"single","rented","no","Anantapur","Andhra_Pradesh",6,12,1,"Computer_hardware_engineer"
60,1312362,7,"married","rented","no","Parbhani","Maharashtra",7,13,1,"Computer_hardware_engineer"
51,329515,10,"single","rented","no","Dharmavaram","Andhra_Pradesh",4,11,0,"Computer_hardware_engineer"
49,7946836,16,"single","rented","no","Pudukkottai","Tamil_Nadu",12,12,0,"Computer_hardware_engineer"
62,5885687,20,"single","rented","no","Silchar","Assam",3,13,0,"Computer_hardware_engineer"
41,5122648,14,"single","rented","yes","Maheshtala","West_Bengal",4,10,0,"Computer_hardware_engineer"
38,5739138,3,"single","rented","no","Bhatpara","West_Bengal",3,12,0,"Computer_hardware_engineer"
30,7693539,6,"single","rented","no","Giridih","Jharkhand",5,11,0,"Computer_hardware_engineer"
22,8929282,19,"single","rented","no","Mumbai","Maharashtra",3,12,0,"Computer_hardware_engineer"
43,4275801,8,"married","rented","yes","Amritsar","Punjab",3,11,0,"Computer_hardware_engineer"
80,7535330,17,"single","rented","yes","Navi_Mumbai","Maharashtra",5,10,1,"Computer_hardware_engineer"
51,6669730,4,"single","rented","no","Bellary","Karnataka",3,12,0,"Computer_hardware_engineer"
29,3203489,3,"single","rented","yes","Salem","Tamil_Nadu",3,10,1,"Computer_hardware_engineer"
63,4011175,5,"single","rented","yes","Kurnool[18]","Andhra_Pradesh",5,13,0,"Computer_hardware_engineer"
15,2217063,3,"single","rented","no","Chinsurah","West_Bengal",3,11,0,"Computer_hardware_engineer"
44,1868963,16,"single","rented","yes","Khora,_Ghaziabad","Uttar_Pradesh",7,12,0,"Computer_hardware_engineer"
30,3316209,13,"single","rented","no","Jaipur","Rajasthan",13,12,0,"Computer_hardware_engineer"
78,5854256,2,"single","rented","no","Bhusawal","Maharashtra",2,11,0,"Computer_hardware_engineer"
40,2624615,4,"single","rented","yes","Vijayawada","Andhra_Pradesh",4,12,0,"Computer_hardware_engineer"
52,8769550,13,"single","rented","no","Ghaziabad","Uttar_Pradesh",9,10,1,"Computer_hardware_engineer"
58,1312362,7,"married","rented","no","Parbhani","Maharashtra",7,13,1,"Computer_hardware_engineer"
24,9266153,14,"single","rented","no","Dhule","Maharashtra",9,11,0,"Computer_hardware_engineer"
38,4658830,11,"single","rented","yes","Amroha","Uttar_Pradesh",8,10,1,"Computer_hardware_engineer"
75,6669730,4,"single","rented","no","Bellary","Karnataka",3,12,0,"Computer_hardware_engineer"
45,2818900,11,"single","rented","no","Silchar","Assam",10,13,0,"Computer_hardware_engineer"
28,2680507,3,"single","rented","no","Jodhpur","Rajasthan",3,11,1,"Computer_hardware_engineer"
16,7543642,13,"single","rented","no","Korba","Chhattisgarh",9,10,0,"Computer_hardware_engineer"
9,3831479,8,"single","rented","no","Jalna","Maharashtra",8,12,0,"Computer_hardware_engineer"
55,8254211,1,"married","rented","no","Alappuzha","Kerala",1,14,0,"Computer_hardware_engineer"
16,8408602,9,"single","rented","no","Jamshedpur","Jharkhand",3,12,0,"Computer_hardware_engineer"
63,7096097,19,"single","rented","yes","Saharanpur","Uttar_Pradesh",9,11,0,"Computer_hardware_engineer"
24,7093332,3,"single","rented","no","Kozhikode","Kerala",3,14,0,"Computer_hardware_engineer"
56,3269737,4,"single","rented","no","Ramagundam[27]","Telangana",4,12,0,"Computer_hardware_engineer"
43,6732937,11,"single","rented","no","Berhampur","Odisha",9,14,0,"Computer_hardware_engineer"
47,5112334,13,"single","rented","yes","Unnao","Uttar_Pradesh",12,10,0,"Computer_hardware_engineer"
55,9532355,19,"married","rented","no","Baranagar","West_Bengal",8,11,1,"Computer_hardware_engineer"
62,9253718,15,"single","rented","no","Eluru[25]","Andhra_Pradesh",10,14,0,"Computer_hardware_engineer"
61,3465162,19,"single","rented","yes","Ahmednagar","Maharashtra",11,14,0,"Computer_hardware_engineer"
48,7722558,4,"single","norent_noown","no","Amroha","Uttar_Pradesh",4,11,0,"Computer_hardware_engineer"
48,9342449,13,"single","rented","no","Haldia","West_Bengal",9,13,0,"Computer_hardware_engineer"
56,8353034,14,"single","rented","no","Rajahmundry[19][20]","Andhra_Pradesh",12,12,0,"Computer_hardware_engineer"
75,500098,7,"single","rented","yes","Ambarnath","Maharashtra",7,12,0,"Computer_hardware_engineer"
61,2995780,15,"single","rented","yes","Ramgarh","Jharkhand",13,13,0,"Computer_hardware_engineer"
